Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Style
Silver Shimmer,5,Hair,Blossoming Stars: Starlight,5,751,1433,212,237,179,38610,515,1184,Fresh
Firefly Brilliance,5,Hair,Blossoming Stars: Radiance,0,273,521,77,86,65,0,0,0,Fresh
Firefly Brilliance,5,Hair,Blossoming Stars: Radiance,1,342,652,0,108,82,2700,36,80,Fresh
Firefly Brilliance,5,Hair,Blossoming Stars: Radiance,2,424,808,120,134,101,8100,108,240,Fresh
Firefly Brilliance,5,Hair,Blossoming Stars: Radiance,3,519,990,147,164,124,16200,216,480,Fresh
Firefly Brilliance,5,Hair,Blossoming Stars: Radiance,4,628,1199,178,198,150,26460,353,800,Fresh
Firefly Brilliance,5,Hair,Blossoming Stars: Radiance,5,751,1433,212,237,179,38610,515,1184,Fresh
Moon in Flowers,5,Headwear,Blossoming Stars: Dreamfall,0,67,131,24,16,7,0,0,0,Fresh
Moon in Flowers,5,Headwear,Blossoming Stars: Dreamfall,1,84,164,30,20,22,680,9,19,Fresh
Moon in Flowers,5,Headwear,Blossoming Stars: Dreamfall,2,104,204,38,25,27,2030,27,57,Fresh
Moon in Flowers,5,Headwear,Blossoming Stars: Dreamfall,3,128,249,46,31,33,4060,54,114,Fresh
Moon in Flowers,5,Headwear,Blossoming Stars: Dreamfall,4,155,302,56,37,40,6630,88,190,Fresh
Moon in Flowers,5,Headwear,Blossoming Stars: Dreamfall,5,185,361,66,44,47,9670,129,282,Fresh
Snow on Branches,5,Headwear,Blossoming Stars: Starlight,0,67,131,24,16,7,0,0,0,Fresh
Snow on Branches,5,Headwear,Blossoming Stars: Starlight,1,84,164,30,20,22,680,9,19,Fresh
Snow on Branches,5,Headwear,Blossoming Stars: Starlight,2,104,204,38,25,27,2030,27,57,Fresh
Snow on Branches,5,Headwear,Blossoming Stars: Starlight,3,128,249,46,31,33,4060,54,114,Fresh
Snow on Branches,5,Headwear,Blossoming Stars: Starlight,4,155,302,56,37,40,6630,88,190,Fresh
Snow on Branches,5,Headwear,Blossoming Stars: Starlight,5,185,361,66,44,47,9670,129,282,Fresh
White Branches,5,Headwear,Blossoming Stars: Radiance,0,67,131,24,16,7,0,0,0,Fresh
White Branches,5,Headwear,Blossoming Stars: Radiance,1,84,164,30,20,22,680,9,19,Fresh
White Branches,5,Headwear,Blossoming Stars: Radiance,2,104,204,38,25,27,2030,27,57,Fresh
White Branches,5,Headwear,Blossoming Stars: Radiance,3,128,249,46,31,33,4060,54,114,Fresh
White Branches,5,Headwear,Blossoming Stars: Radiance,4,155,302,56,37,40,6630,88,190,Fresh
White Branches,5,Headwear,Blossoming Stars: Radiance,5,185,361,66,44,47,9670,129,282,Fresh
Long Dreaming,5,Socks,Blossoming Stars: Dreamfall,0,90,176,26,25,23,0,0,0,Fresh
Long Dreaming,5,Socks,Blossoming Stars: Dreamfall,1,113,220,33,32,29,900,12,19,Fresh
Long Dreaming,5,Socks,Blossoming Stars: Dreamfall,2,140,273,41,39,36,2700,36,57,Fresh
Long Dreaming,5,Socks,Blossoming Stars: Dreamfall,3,171,335,50,48,44,5400,72,114,Fresh
Long Dreaming,5,Socks,Blossoming Stars: Dreamfall,4,207,405,60,58,53,8820,118,190,Fresh
Long Dreaming,5,Socks,Blossoming Stars: Dreamfall,5,248,484,72,69,64,12870,172,282,Fresh
Misty Silhouette,5,Socks,Blossoming Stars: Starlight,0,90,176,26,25,23,0,0,0,Fresh
Misty Silhouette,5,Socks,Blossoming Stars: Starlight,1,113,220,33,32,29,900,12,19,Fresh
Misty Silhouette,5,Socks,Blossoming Stars: Starlight,2,140,273,41,39,36,2700,36,57,Fresh
Misty Silhouette,5,Socks,Blossoming Stars: Starlight,3,171,335,50,48,44,5400,72,114,Fresh
Misty Silhouette,5,Socks,Blossoming Stars: Starlight,4,207,405,60,58,53,8820,118,190,Fresh
Misty Silhouette,5,Socks,Blossoming Stars: Starlight,5,248,484,72,69,64,12870,172,282,Fresh
Starry Tread,5,Socks,Blossoming Stars: Radiance,0,90,176,26,25,23,0,0,0,Fresh
Starry Tread,5,Socks,Blossoming Stars: Radiance,1,113,220,33,32,29,900,12,19,Fresh
Starry Tread,5,Socks,Blossoming Stars: Radiance,2,140,273,41,39,36,2700,36,57,Fresh
Starry Tread,5,Socks,Blossoming Stars: Radiance,3,171,335,50,48,44,5400,72,114,Fresh
Starry Tread,5,Socks,Blossoming Stars: Radiance,4,207,405,60,58,53,8820,118,190,Fresh
Starry Tread,5,Socks,Blossoming Stars: Radiance,5,248,484,72,69,64,12870,172,282,Fresh
Path of Sorrow,5,Shoes,Flutter Storm: Flame Song,0,122,42,47,255,43,0,0,0,Sexy
Path of Sorrow,5,Shoes,Flutter Storm: Flame Song,1,153,53,59,319,54,1350,18,48,Sexy
Path of Sorrow,5,Shoes,Flutter Storm: Flame Song,2,190,66,73,396,67,4050,54,144,Sexy
Path of Sorrow,5,Shoes,Flutter Storm: Flame Song,3,232,80,90,485,82,8100,108,289,Sexy
Path of Sorrow,5,Shoes,Flutter Storm: Flame Song,4,281,0,109,587,99,13230,176,481,Sexy
Path of Sorrow,5,Shoes,Flutter Storm: Flame Song,5,336,116,130,702,119,19310,257,711,Sexy
Echoes of the Wind,5,Shoes,Flutter Storm: Forest Song,0,122,42,47,255,43,0,0,0,Sexy
Echoes of the Wind,5,Shoes,Flutter Storm: Forest Song,1,153,53,59,319,54,1350,18,48,Sexy
Echoes of the Wind,5,Shoes,Flutter Storm: Forest Song,2,190,66,73,396,67,4050,54,144,Sexy
Echoes of the Wind,5,Shoes,Flutter Storm: Forest Song,3,232,80,90,485,82,8100,108,289,Sexy
Echoes of the Wind,5,Shoes,Flutter Storm: Forest Song,4,281,0,109,587,99,13230,176,481,Sexy
Echoes of the Wind,5,Shoes,Flutter Storm: Forest Song,5,336,116,130,702,119,19310,257,711,Sexy
Resting in the Rift,5,Shoes,Flutter Storm: Dream Chant,0,122,42,47,255,43,0,0,0,Sexy
Resting in the Rift,5,Shoes,Flutter Storm: Dream Chant,1,153,53,59,319,54,1350,18,48,Sexy
Resting in the Rift,5,Shoes,Flutter Storm: Dream Chant,2,190,66,73,396,67,4050,54,144,Sexy
Resting in the Rift,5,Shoes,Flutter Storm: Dream Chant,3,232,80,90,485,82,8100,108,289,Sexy
Resting in the Rift,5,Shoes,Flutter Storm: Dream Chant,4,281,0,109,587,99,13230,176,481,Sexy
Resting in the Rift,5,Shoes,Flutter Storm: Dream Chant,5,336,116,130,702,119,19310,257,711,Sexy
Embers of the Butterfly,5,Dress,Flutter Storm: Flame Song,0,457,98,95,913,137,0,0,0,Sexy
Embers of the Butterfly,5,Dress,Flutter Storm: Flame Song,1,572,123,19,1142,172,4500,60,128,Sexy
Embers of the Butterfly,5,Dress,Flutter Storm: Flame Song,2,709,152,148,1416,213,13500,180,384,Sexy
Embers of the Butterfly,5,Dress,Flutter Storm: Flame Song,3,869,187,181,1735,261,27000,360,768,Sexy
Embers of the Butterfly,5,Dress,Flutter Storm: Flame Song,4,1052,226,219,2100,316,44100,588,1280,Sexy
Embers of the Butterfly,5,Dress,Flutter Storm: Flame Song,5,1257,270,262,2511,377,64350,858,1894,Sexy
Silent Woodland,5,Dress,Flutter Storm: Forest Song,0,457,98,95,913,137,0,0,0,Sexy
Silent Woodland,5,Dress,Flutter Storm: Forest Song,1,572,123,19,1142,172,4500,60,128,Sexy
Silent Woodland,5,Dress,Flutter Storm: Forest Song,2,709,152,148,1416,213,13500,180,384,Sexy
Silent Woodland,5,Dress,Flutter Storm: Forest Song,3,869,187,181,1735,261,27000,360,768,Sexy
Silent Woodland,5,Dress,Flutter Storm: Forest Song,4,1052,226,219,2100,316,44100,588,1280,Sexy
Silent Woodland,5,Dress,Flutter Storm: Forest Song,5,1257,270,262,2511,377,64350,858,1894,Sexy
Winged Illusions,5,Dress,Flutter Storm: Dream Chant,0,457,98,95,913,137,0,0,0,Sexy
Winged Illusions,5,Dress,Flutter Storm: Dream Chant,1,572,123,19,1142,172,4500,60,128,Sexy
Winged Illusions,5,Dress,Flutter Storm: Dream Chant,2,709,152,148,1416,213,13500,180,384,Sexy
Winged Illusions,5,Dress,Flutter Storm: Dream Chant,3,869,187,181,1735,261,27000,360,768,Sexy
Winged Illusions,5,Dress,Flutter Storm: Dream Chant,4,1052,226,219,2100,316,44100,588,1280,Sexy
Winged Illusions,5,Dress,Flutter Storm: Dream Chant,5,1257,270,262,2511,377,64350,858,1894,Sexy
Fervent Longing,5,Gloves,Flutter Storm: Flame Song,0,66,22,18,132,7,0,0,0,Sexy
Fervent Longing,5,Gloves,Flutter Storm: Flame Song,1,83,28,23,165,22,680,9,19,Sexy
Fervent Longing,5,Gloves,Flutter Storm: Flame Song,2,103,35,28,205,27,2030,27,57,Sexy
Fervent Longing,5,Gloves,Flutter Storm: Flame Song,3,126,42,35,251,33,4060,54,114,Sexy
Fervent Longing,5,Gloves,Flutter Storm: Flame Song,4,152,51,42,304,40,6630,88,190,Sexy
Fervent Longing,5,Gloves,Flutter Storm: Flame Song,5,182,61,50,363,47,9670,129,282,Sexy
Lingering Warmth,5,Gloves,Flutter Storm: Forest Song,0,66,22,18,132,7,0,0,0,Sexy
Lingering Warmth,5,Gloves,Flutter Storm: Forest Song,1,83,28,23,165,22,680,9,19,Sexy
Lingering Warmth,5,Gloves,Flutter Storm: Forest Song,2,103,35,28,205,27,2030,27,57,Sexy
Lingering Warmth,5,Gloves,Flutter Storm: Forest Song,3,126,42,35,251,33,4060,54,114,Sexy
Lingering Warmth,5,Gloves,Flutter Storm: Forest Song,4,152,51,42,304,40,6630,88,190,Sexy
Lingering Warmth,5,Gloves,Flutter Storm: Forest Song,5,182,61,50,363,47,9670,129,282,Sexy
Fluttering Butterfly,5,Gloves,Flutter Storm: Dream Chant,0,66,22,18,132,7,0,0,0,Sexy
Fluttering Butterfly,5,Gloves,Flutter Storm: Dream Chant,1,83,28,23,165,22,680,9,19,Sexy
Fluttering Butterfly,5,Gloves,Flutter Storm: Dream Chant,2,103,35,28,205,27,2030,27,57,Sexy
Fluttering Butterfly,5,Gloves,Flutter Storm: Dream Chant,3,126,42,35,251,33,4060,54,114,Sexy
Fluttering Butterfly,5,Gloves,Flutter Storm: Dream Chant,4,152,51,42,304,40,6630,88,190,Sexy
Fluttering Butterfly,5,Gloves,Flutter Storm: Dream Chant,5,182,61,50,363,47,9670,129,282,Sexy
Cursed Storm,5,Hair,Flutter Storm: Flame Song,0,256,86,86,524,68,0,0,0,Sexy
Cursed Storm,5,Hair,Flutter Storm: Flame Song,1,320,108,108,655,0,2700,36,80,Sexy
Cursed Storm,5,Hair,Flutter Storm: Flame Song,2,397,134,134,813,106,8100,108,240,Sexy
Cursed Storm,5,Hair,Flutter Storm: Flame Song,3,487,164,164,996,130,16200,216,480,Sexy
Cursed Storm,5,Hair,Flutter Storm: Flame Song,4,589,198,198,1206,157,26460,353,800,Sexy
Cursed Storm,5,Hair,Flutter Storm: Flame Song,5,704,237,237,1441,187,38610,515,1184,Sexy
Etched by the Wind,5,Hair,Flutter Storm: Forest Song,0,256,86,86,524,68,0,0,0,Sexy
Etched by the Wind,5,Hair,Flutter Storm: Forest Song,1,320,108,108,655,0,2700,36,80,Sexy
Etched by the Wind,5,Hair,Flutter Storm: Forest Song,2,397,134,134,813,106,8100,108,240,Sexy
Etched by the Wind,5,Hair,Flutter Storm: Forest Song,3,487,164,164,996,130,16200,216,480,Sexy
Etched by the Wind,5,Hair,Flutter Storm: Forest Song,4,589,198,198,1206,157,26460,353,800,Sexy
Etched by the Wind,5,Hair,Flutter Storm: Forest Song,5,704,237,237,1441,187,38610,515,1184,Sexy
Windborne Realm,5,Hair,Flutter Storm: Dream Chant,0,256,86,86,524,68,0,0,0,Sexy
Windborne Realm,5,Hair,Flutter Storm: Dream Chant,1,320,108,108,655,0,2700,36,80,Sexy
Windborne Realm,5,Hair,Flutter Storm: Dream Chant,2,397,134,134,813,106,8100,108,240,Sexy
Windborne Realm,5,Hair,Flutter Storm: Dream Chant,3,487,164,164,996,130,16200,216,480,Sexy
Windborne Realm,5,Hair,Flutter Storm: Dream Chant,4,589,198,198,1206,157,26460,353,800,Sexy
Windborne Realm,5,Hair,Flutter Storm: Dream Chant,5,704,237,237,1441,187,38610,515,1184,Sexy
Beneath the Ashes,5,Headwear,Flutter Storm: Flame Song,0,66,0,15,139,18,0,0,0,Sexy
Beneath the Ashes,5,Headwear,Flutter Storm: Flame Song,1,83,22,19,174,23,680,9,19,Sexy
Beneath the Ashes,5,Headwear,Flutter Storm: Flame Song,2,103,27,24,216,28,2030,27,57,Sexy
Beneath the Ashes,5,Headwear,Flutter Storm: Flame Song,3,126,33,29,265,35,4060,54,114,Sexy
Beneath the Ashes,5,Headwear,Flutter Storm: Flame Song,4,152,40,35,320,42,6630,88,190,Sexy
Beneath the Ashes,5,Headwear,Flutter Storm: Flame Song,5,182,47,42,383,50,9670,129,282,Sexy
Lonely Branches,5,Headwear,Flutter Storm: Forest Song,0,66,0,15,139,18,0,0,0,Sexy
Lonely Branches,5,Headwear,Flutter Storm: Forest Song,1,83,22,19,174,23,680,9,19,Sexy
Lonely Branches,5,Headwear,Flutter Storm: Forest Song,2,103,27,24,216,28,2030,27,57,Sexy
Lonely Branches,5,Headwear,Flutter Storm: Forest Song,3,126,33,29,265,35,4060,54,114,Sexy
Lonely Branches,5,Headwear,Flutter Storm: Forest Song,4,152,40,35,320,42,6630,88,190,Sexy
Lonely Branches,5,Headwear,Flutter Storm: Forest Song,5,182,47,42,383,50,9670,129,282,Sexy
Dreams of the Past,5,Headwear,Flutter Storm: Dream Chant,0,66,0,15,139,18,0,0,0,Sexy
Dreams of the Past,5,Headwear,Flutter Storm: Dream Chant,1,83,22,19,174,23,680,9,19,Sexy
Dreams of the Past,5,Headwear,Flutter Storm: Dream Chant,2,103,27,24,216,28,2030,27,57,Sexy
Dreams of the Past,5,Headwear,Flutter Storm: Dream Chant,3,126,33,29,265,35,4060,54,114,Sexy
Dreams of the Past,5,Headwear,Flutter Storm: Dream Chant,4,152,40,35,320,42,6630,88,190,Sexy
Dreams of the Past,5,Headwear,Flutter Storm: Dream Chant,5,182,47,42,383,50,9670,129,282,Sexy
Amid the Storm,5,Neckwear,Flutter Storm: Flame Song,0,62,19,24,128,21,0,0,0,Sexy
Amid the Storm,5,Neckwear,Flutter Storm: Flame Song,1,78,24,30,160,27,680,9,19,Sexy
Amid the Storm,5,Neckwear,Flutter Storm: Flame Song,2,0,30,38,199,33,2030,27,57,Sexy
Amid the Storm,5,Neckwear,Flutter Storm: Flame Song,3,118,37,46,244,40,4060,54,114,Sexy
Amid the Storm,5,Neckwear,Flutter Storm: Flame Song,4,143,44,56,295,49,6630,88,190,Sexy
Amid the Storm,5,Neckwear,Flutter Storm: Flame Song,5,171,53,66,352,58,9670,129,282,Sexy
Shaded Green,5,Neckwear,Flutter Storm: Forest Song,0,62,19,24,128,21,0,0,0,Sexy
Shaded Green,5,Neckwear,Flutter Storm: Forest Song,1,78,24,30,160,27,680,9,19,Sexy
Shaded Green,5,Neckwear,Flutter Storm: Forest Song,2,0,30,38,199,33,2030,27,57,Sexy
Shaded Green,5,Neckwear,Flutter Storm: Forest Song,3,118,37,46,244,40,4060,54,114,Sexy
Shaded Green,5,Neckwear,Flutter Storm: Forest Song,4,143,44,56,295,49,6630,88,190,Sexy
Shaded Green,5,Neckwear,Flutter Storm: Forest Song,5,171,53,66,352,58,9670,129,282,Sexy
Dreams on Wings,5,Neckwear,Flutter Storm: Dream Chant,0,62,19,24,128,21,0,0,0,Sexy
Dreams on Wings,5,Neckwear,Flutter Storm: Dream Chant,1,78,24,30,160,27,680,9,19,Sexy
Dreams on Wings,5,Neckwear,Flutter Storm: Dream Chant,2,0,30,38,199,33,2030,27,57,Sexy
Dreams on Wings,5,Neckwear,Flutter Storm: Dream Chant,3,118,37,46,244,40,4060,54,114,Sexy
Dreams on Wings,5,Neckwear,Flutter Storm: Dream Chant,4,143,44,56,295,49,6630,88,190,Sexy
Dreams on Wings,5,Neckwear,Flutter Storm: Dream Chant,5,171,53,66,352,58,9670,129,282,Sexy
Butterfly Elegy,5,Earrings,Flutter Storm: Flame Song,0,72,14,19,135,15,0,0,0,Sexy
Butterfly Elegy,5,Earrings,Flutter Storm: Flame Song,1,90,18,24,169,19,680,9,19,Sexy
Butterfly Elegy,5,Earrings,Flutter Storm: Flame Song,2,0,22,30,210,24,2030,27,57,Sexy
Butterfly Elegy,5,Earrings,Flutter Storm: Flame Song,3,137,27,37,257,29,4060,54,114,Sexy
Butterfly Elegy,5,Earrings,Flutter Storm: Flame Song,4,166,33,44,311,35,6630,88,190,Sexy
Butterfly Elegy,5,Earrings,Flutter Storm: Flame Song,5,198,39,53,372,42,9670,129,282,Sexy
Isolated Melody,5,Earrings,Flutter Storm: Forest Song,0,72,14,19,135,15,0,0,0,Sexy
Isolated Melody,5,Earrings,Flutter Storm: Forest Song,1,90,18,24,169,19,680,9,19,Sexy
Isolated Melody,5,Earrings,Flutter Storm: Forest Song,2,0,22,30,210,24,2030,27,57,Sexy
Isolated Melody,5,Earrings,Flutter Storm: Forest Song,3,137,27,37,257,29,4060,54,114,Sexy
Isolated Melody,5,Earrings,Flutter Storm: Forest Song,4,166,33,44,311,35,6630,88,190,Sexy
Isolated Melody,5,Earrings,Flutter Storm: Forest Song,5,198,39,53,372,42,9670,129,282,Sexy
Butterfly's Dance,5,Earrings,Flutter Storm: Dream Chant,0,72,14,19,135,15,0,0,0,Sexy
Butterfly's Dance,5,Earrings,Flutter Storm: Dream Chant,1,90,18,24,169,19,680,9,19,Sexy
Butterfly's Dance,5,Earrings,Flutter Storm: Dream Chant,2,0,22,30,210,24,2030,27,57,Sexy
Butterfly's Dance,5,Earrings,Flutter Storm: Dream Chant,3,137,27,37,257,29,4060,54,114,Sexy
Butterfly's Dance,5,Earrings,Flutter Storm: Dream Chant,4,166,33,44,311,35,6630,88,190,Sexy
Butterfly's Dance,5,Earrings,Flutter Storm: Dream Chant,5,198,39,53,372,42,9670,129,282,Sexy
Fated Chains,5,Choker,Flutter Storm: Flame Song,0,67,24,13,131,20,0,0,0,Sexy
Fated Chains,5,Choker,Flutter Storm: Flame Song,1,84,30,0,164,25,680,9,19,Sexy
Fated Chains,5,Choker,Flutter Storm: Flame Song,2,104,38,21,204,31,2030,27,57,Sexy
Fated Chains,5,Choker,Flutter Storm: Flame Song,3,128,46,25,249,38,4060,54,114,Sexy
Fated Chains,5,Choker,Flutter Storm: Flame Song,4,155,56,30,302,46,6630,88,190,Sexy
Fated Chains,5,Choker,Flutter Storm: Flame Song,5,185,66,36,361,55,9670,129,282,Sexy
Green Slumber,5,Choker,Flutter Storm: Forest Song,0,67,24,13,131,20,0,0,0,Sexy
Green Slumber,5,Choker,Flutter Storm: Forest Song,1,84,30,0,164,25,680,9,19,Sexy
Green Slumber,5,Choker,Flutter Storm: Forest Song,2,104,38,21,204,31,2030,27,57,Sexy
Green Slumber,5,Choker,Flutter Storm: Forest Song,3,128,46,25,249,38,4060,54,114,Sexy
Green Slumber,5,Choker,Flutter Storm: Forest Song,4,155,56,30,302,46,6630,88,190,Sexy
Green Slumber,5,Choker,Flutter Storm: Forest Song,5,185,66,36,361,55,9670,129,282,Sexy
Endless Gaze,5,Choker,Flutter Storm: Dream Chant,0,67,24,13,131,20,0,0,0,Sexy
Endless Gaze,5,Choker,Flutter Storm: Dream Chant,1,84,30,0,164,25,680,9,19,Sexy
Endless Gaze,5,Choker,Flutter Storm: Dream Chant,2,104,38,21,204,31,2030,27,57,Sexy
Endless Gaze,5,Choker,Flutter Storm: Dream Chant,3,128,46,25,249,38,4060,54,114,Sexy
Endless Gaze,5,Choker,Flutter Storm: Dream Chant,4,155,56,30,302,46,6630,88,190,Sexy
Endless Gaze,5,Choker,Flutter Storm: Dream Chant,5,185,66,36,361,55,9670,129,282,Sexy
Land of Winds,5,Socks,Flutter Storm: Flame Song,0,88,21,18,182,31,0,0,0,Sexy
Land of Winds,5,Socks,Flutter Storm: Flame Song,1,110,27,23,228,39,900,12,19,Sexy
Land of Winds,5,Socks,Flutter Storm: Flame Song,2,137,33,28,283,49,2700,36,57,Sexy
Land of Winds,5,Socks,Flutter Storm: Flame Song,3,168,40,35,346,59,5400,72,114,Sexy
Land of Winds,5,Socks,Flutter Storm: Flame Song,4,203,49,42,419,72,8820,118,190,Sexy
Land of Winds,5,Socks,Flutter Storm: Flame Song,5,242,58,50,501,86,12870,172,282,Sexy
Dreamwalker's Forest,5,Socks,Flutter Storm: Forest Song,0,88,21,18,182,31,0,0,0,Sexy
Dreamwalker's Forest,5,Socks,Flutter Storm: Forest Song,1,110,27,23,228,39,900,12,19,Sexy
Dreamwalker's Forest,5,Socks,Flutter Storm: Forest Song,2,137,33,28,283,49,2700,36,57,Sexy
Dreamwalker's Forest,5,Socks,Flutter Storm: Forest Song,3,168,40,35,346,59,5400,72,114,Sexy
Dreamwalker's Forest,5,Socks,Flutter Storm: Forest Song,4,203,49,42,419,72,8820,118,190,Sexy
Dreamwalker's Forest,5,Socks,Flutter Storm: Forest Song,5,242,58,50,501,86,12870,172,282,Sexy
Enduring Ballad,5,Socks,Flutter Storm: Dream Chant,0,88,21,18,182,31,0,0,0,Sexy
Enduring Ballad,5,Socks,Flutter Storm: Dream Chant,1,110,27,23,228,39,900,12,19,Sexy
Enduring Ballad,5,Socks,Flutter Storm: Dream Chant,2,137,33,28,283,49,2700,36,57,Sexy
Enduring Ballad,5,Socks,Flutter Storm: Dream Chant,3,168,40,35,346,59,5400,72,114,Sexy
Enduring Ballad,5,Socks,Flutter Storm: Dream Chant,4,203,49,42,419,72,8820,118,190,Sexy
Enduring Ballad,5,Socks,Flutter Storm: Dream Chant,5,242,58,50,501,86,12870,172,282,Sexy
Starry Dream,4,Headwear,Flowing Colors: Dreamy,0,14,103,53,16,7,0,0,0,Fresh
Starry Dream,4,Headwear,Flowing Colors: Dreamy,1,18,129,67,20,22,410,5,12,Fresh
Starry Dream,4,Headwear,Flowing Colors: Dreamy,2,22,160,83,25,27,1220,16,36,Fresh
Starry Dream,4,Headwear,Flowing Colors: Dreamy,3,27,196,101,31,33,2440,32,72,Fresh
Starry Dream,4,Headwear,Flowing Colors: Dreamy,4,33,237,122,37,40,3980,53,120,Fresh
Starry Dream,4,Headwear,Flowing Colors: Dreamy,5,39,284,146,44,47,5800,77,177,Fresh
Painting the Past,4,Earrings,Flowing Colors: Dreamy,0,19,106,54,12,11,0,0,0,Fresh
Painting the Past,4,Earrings,Flowing Colors: Dreamy,1,24,133,68,15,14,410,5,12,Fresh
Painting the Past,4,Earrings,Flowing Colors: Dreamy,2,30,165,84,19,18,1220,16,36,Fresh
Painting the Past,4,Earrings,Flowing Colors: Dreamy,3,37,202,103,23,21,2440,32,72,Fresh
Painting the Past,4,Earrings,Flowing Colors: Dreamy,4,44,244,125,28,26,3980,53,120,Fresh
Painting the Past,4,Earrings,Flowing Colors: Dreamy,5,53,292,149,33,31,5800,77,177,Fresh
Solo of the Stars,4,Hair,Flowing Colors: Dreamy,0,73,425,224,45,44,0,0,0,Fresh
Solo of the Stars,4,Hair,Flowing Colors: Dreamy,1,92,532,280,57,55,1620,22,50,Fresh
Solo of the Stars,4,Hair,Flowing Colors: Dreamy,2,4,659,348,70,69,4860,65,150,Fresh
Solo of the Stars,4,Hair,Flowing Colors: Dreamy,3,139,808,426,86,84,9720,130,300,Fresh
Solo of the Stars,4,Hair,Flowing Colors: Dreamy,4,168,978,516,104,102,15880,212,500,Fresh
Solo of the Stars,4,Hair,Flowing Colors: Dreamy,5,201,1169,616,124,121,23170,309,740,Fresh
Passing Seasons,4,Top,Flowing Colors: Dreamy,0,43,346,167,55,64,0,0,0,Fresh
Passing Seasons,4,Top,Flowing Colors: Dreamy,1,54,433,209,69,80,1350,18,40,Fresh
Passing Seasons,4,Top,Flowing Colors: Dreamy,2,67,537,259,86,100,4050,54,120,Fresh
Passing Seasons,4,Top,Flowing Colors: Dreamy,3,82,658,318,105,122,8100,108,240,Fresh
Passing Seasons,4,Top,Flowing Colors: Dreamy,4,99,796,385,127,148,13230,176,400,Fresh
Passing Seasons,4,Top,Flowing Colors: Dreamy,5,19,952,460,152,176,19310,257,592,Fresh
Wandering Thoughts,4,Outerwear,Flowing Colors: Dreamy,0,33,174,88,22,22,0,0,0,Fresh
Wandering Thoughts,4,Outerwear,Flowing Colors: Dreamy,1,42,218,110,28,28,680,9,20,Fresh
Wandering Thoughts,4,Outerwear,Flowing Colors: Dreamy,2,52,270,137,35,35,2030,27,60,Fresh
Wandering Thoughts,4,Outerwear,Flowing Colors: Dreamy,3,63,331,168,42,42,4060,54,120,Fresh
Wandering Thoughts,4,Outerwear,Flowing Colors: Dreamy,4,76,401,203,51,51,6630,88,200,Fresh
Wandering Thoughts,4,Outerwear,Flowing Colors: Dreamy,5,91,479,242,61,61,9670,129,296,Fresh
Endless Tracking,4,Bottom,Flowing Colors: Dreamy,0,51,337,174,51,61,0,0,0,Fresh
Endless Tracking,4,Bottom,Flowing Colors: Dreamy,1,64,422,218,64,77,1350,18,40,Fresh
Endless Tracking,4,Bottom,Flowing Colors: Dreamy,2,80,523,270,80,95,4050,54,120,Fresh
Endless Tracking,4,Bottom,Flowing Colors: Dreamy,3,0,641,331,0,116,8100,108,240,Fresh
Endless Tracking,4,Bottom,Flowing Colors: Dreamy,4,118,776,401,118,141,13230,176,400,Fresh
Endless Tracking,4,Bottom,Flowing Colors: Dreamy,5,141,927,479,141,168,19310,257,592,Fresh
Paint-soaked Album,4,Socks,Flowing Colors: Dreamy,0,23,138,67,23,19,0,0,0,Fresh
Paint-soaked Album,4,Socks,Flowing Colors: Dreamy,1,29,173,84,29,24,540,7,12,Fresh
Paint-soaked Album,4,Socks,Flowing Colors: Dreamy,2,36,214,104,36,30,1620,21,36,Fresh
Paint-soaked Album,4,Socks,Flowing Colors: Dreamy,3,44,263,128,44,37,3240,43,72,Fresh
Paint-soaked Album,4,Socks,Flowing Colors: Dreamy,4,53,318,155,53,44,5290,70,120,Fresh
Paint-soaked Album,4,Socks,Flowing Colors: Dreamy,5,64,380,185,64,53,7720,102,177,Fresh
Time Stands Still,4,Shoes,Flowing Colors: Dreamy,0,23,206,102,35,38,0,0,0,Fresh
Time Stands Still,4,Shoes,Flowing Colors: Dreamy,1,29,258,128,44,48,810,11,30,Fresh
Time Stands Still,4,Shoes,Flowing Colors: Dreamy,2,36,320,159,55,59,2430,33,90,Fresh
Time Stands Still,4,Shoes,Flowing Colors: Dreamy,3,44,392,194,67,73,4860,65,180,Fresh
Time Stands Still,4,Shoes,Flowing Colors: Dreamy,4,53,474,235,81,88,7940,106,300,Fresh
Time Stands Still,4,Shoes,Flowing Colors: Dreamy,5,64,567,281,0,105,11590,155,445,Fresh
Starry Poetry,4,Backpiece,Flowing Colors: Dreamy,0,13,107,52,15,15,0,0,0,Fresh
Starry Poetry,4,Backpiece,Flowing Colors: Dreamy,1,0,134,65,19,19,410,5,12,Fresh
